"","Country","FMIc1","FMIc2","FMIc3","FMIc3_flp","FMIi","FMIp","Exports","Imports","Production","FoodSupply"
"55","Qatar",0.446356417670813,0.457773699765522,0.447282400461035,0.467065384863355,0.44259130074672,0.460681043,9737.69,271776.03,84749,346216.33
"56","Romania",0.637032416740689,0.801115976327301,0.621844365520899,0.709409824757135,0.598794317791564,0.876877064,39599.27,752952.41,119704,813069.17
"57","Russia",0.787190646463229,0.774684637238715,0.730406150206485,0.701198783706713,0.629233511404537,0.838,12500457.53,6084906.67,28009993,18894297.14
"58","Serbia",0.577386444238812,0.555271473121745,0.572226101791016,0.574399857770617,0.58201862385133,0.553654498,11253.01,279261.83,60957,328962.85
"59","Singapore",0.50231000697267,0.538881197969973,0.502285075860813,0.535372385332431,0.50212292022211,0.551760263,387915.93,1983146.82,42615,1637845.85
"60","South Africa",0.733809392253935,0.752373403150875,0.710239868176229,0.72204581959743,0.620712397570297,0.787,982314.33,1445057.19,3448140,2194157.51
"61","South Korea",0.675543819313567,0.673069516862271,0.658938679002172,0.664341648897732,0.645221064140401,0.692,3786073.77,9888740.77,12270547,16835314
"62","Spain",0.626485122600278,0.666369537951315,0.618419804590806,0.650260548990864,0.593824769703922,0.69,7455488.55,12296776.46,7467892,11942065.57
"63","Sri Lanka",0.52097553469844,0.519811485516274,0.502130788113019,0.501702905204316,0.461517656390807,0.541872816,160785.13,1097879.96,3182270,3832010.84
"64","Sweden",0.626545445965259,0.732459885893288,0.623755312224005,0.692500861996294,0.580998238251687,0.773,5575701.13,6408275.83,1259035,1937488.71
"65","Switzerland",0.532075515369636,0.640927022839895,0.530558024850849,0.598963778940698,0.527600927864528,0.680981590291916,5712.2,834225.76,21515,853977.09
"66","Taiwan",0.573593456764677,0.591787808123753,0.564524909655429,0.583256165782675,0.533398261435416,0.608993679,4709101.17,2455984.74,7268804,4529677.55
"67","Thailand",0.389478230008877,0.356639815837931,0.416400585101695,0.434007221277785,0.538472876402799,0.313,12717629.26,10751709.77,15584552,10814901.53
"68","Turkey",0.464709900980634,0.491611866577419,0.523138713804124,0.59835478814763,0.678844732018389,0.431393873,1006929.71,602127.09,3674084,2576171.19
"69","Ukraine",0.752785647246261,0.80121906580429,0.742661581953199,0.780816597468665,0.727587609287485,0.830308065,289736.47,2752942.87,925563,3388769.4
"70","United Kingdom",0.685715423724984,0.740315759762073,0.664329551205726,0.694261462468379,0.615758632765665,0.785,5312066.44,7510864.51,5468056,7673099.8
"71","United States",0.705384250583894,0.8248448345066,0.650718888463168,0.685890057488035,0.517393585646579,0.932,12416410.95,30441033.27,32646792,41786185.74
"72","Uruguay",0.555654012576184,0.589900705290353,0.549839494965932,0.578623812484942,0.557897365997863,0.60886651,384517.18,179307.51,374213,165958.63
